,activity,group,CMPD_CHEMBLID,exp
4173,2.21,valid,CHEMBL1835910,3.0999999
4174,0.27,valid,CHEMBL1779007,2.5999999
4175,2.52,valid,CHEMBL1824376,1.78
4176,3.16,valid,CHEMBL1081772,3.6800001
4177,2.17,valid,CHEMBL496929,3.8499999
4178,3.53,valid,CHEMBL199147,3.21
4179,3.1,valid,CHEMBL15932,2.0999999
4180,3.0,valid,CHEMBL558748,2.6500001
4181,1.92,valid,CHEMBL237889,2.7
4182,0.36,valid,,
4183,2.89,valid,,
4184,3.38,valid,,
4185,1.74,valid,,
4186,1.73,valid,,
4187,3.26,valid,,
4188,-0.63,valid,,
4189,3.39,valid,,
4190,2.55,valid,,
4191,-0.8,valid,,
4192,3.34,valid,,
4193,3.85,valid,,
4194,0.75,valid,,
4195,1.15,valid,,
4196,2.71,valid,,
4197,1.59,valid,,
4198,4.24,valid,,
4199,2.5,valid,,
